# this file should contain results information.  The first column should contain something that can be used to link the results to the assays file e.g. Experimental Condition [targeted protein]		
Experiment	Directory and filename	Descriptor
Exp1_rep1_40min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_40min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_40min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_40min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im4.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_40min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im4_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_40min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im4_Cells.tif	Image of segmented cells
Exp1_rep1_40min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_40min_im4_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_45min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im1.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_45min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im1_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_45min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im1_Cells.tif	Image of segmented cells
Exp1_rep1_45min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im1_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_45min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im2.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_45min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im2_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_45min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im2_Cells.tif	Image of segmented cells
Exp1_rep1_45min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im2_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_45min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im3.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_45min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_45min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_45min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_45min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im4.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_45min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im4_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_45min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im4_Cells.tif	Image of segmented cells
Exp1_rep1_45min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_45min_im4_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_4min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im1.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_4min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im1_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_4min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im1_Cells.tif	Image of segmented cells
Exp1_rep1_4min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im1_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_4min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im2.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_4min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im2_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_4min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im2_Cells.tif	Image of segmented cells
Exp1_rep1_4min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im2_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_4min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im3.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_4min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_4min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_4min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_4min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im4.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_4min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im4_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_4min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im4_Cells.tif	Image of segmented cells
Exp1_rep1_4min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_4min_im4_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_50min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im1.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_50min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im1_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_50min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im1_Cells.tif	Image of segmented cells
Exp1_rep1_50min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im1_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_50min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im2.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_50min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im2_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_50min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im2_Cells.tif	Image of segmented cells
Exp1_rep1_50min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im2_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_50min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im3.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_50min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_50min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_50min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_50min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_55min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im1.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_55min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im1_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_55min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im1_Cells.tif	Image of segmented cells
Exp1_rep1_55min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im1_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_55min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im2.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_55min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im2_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_55min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im2_Cells.tif	Image of segmented cells
Exp1_rep1_55min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im2_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_55min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im3.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_55min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_55min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_55min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_55min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im4.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_55min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im4_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_55min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im4_Cells.tif	Image of segmented cells
Exp1_rep1_55min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_55min_im4_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_6min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im1.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_6min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im1_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_6min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im1_Cells.tif	Image of segmented cells
Exp1_rep1_6min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im1_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_6min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im2.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_6min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im2_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_6min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im2_Cells.tif	Image of segmented cells
Exp1_rep1_6min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im2_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_6min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im3.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_6min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_6min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_6min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_6min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im4.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_6min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im4_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_6min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im4_Cells.tif	Image of segmented cells
Exp1_rep1_6min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_6min_im4_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_8min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im1.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_8min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im1_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_8min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im1_Cells.tif	Image of segmented cells
Exp1_rep1_8min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im1_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_8min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im2.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_8min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im2_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_8min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im2_Cells.tif	Image of segmented cells
Exp1_rep1_8min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im2_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_8min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im3.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_8min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im3_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_8min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im3_Cells.tif	Image of segmented cells
Exp1_rep1_8min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im3_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_8min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im4.mat	Matlab files containing all the M_Lab data.
Exp1_rep1_8min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im4_CellInfo.csv	"5 cell properties for each cell: 1,2: cell centroid x and y; 3: cell major axis; 4; cell minor axis; 5: Area of the cell"
Exp1_rep1_8min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im4_Cells.tif	Image of segmented cells
Exp1_rep1_8min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_Lab_Exp1_rep1_8min_im4_trans_plane.tif	Processed bright field image for cell segmentation
Exp1_rep1_0min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im1.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_0min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im1_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_0min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im1_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_0min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im2.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_0min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im2_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_0min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im2_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_0min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im3.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_0min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im3_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_0min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im3_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_0min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im4.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_0min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im4_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_0min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_0min_im4_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_10min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im1.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_10min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im1_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_10min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im1_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_10min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im2.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_10min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im2_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_10min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im2_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_10min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im3.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_10min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im3_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_10min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im3_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_10min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im4.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_10min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im4_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_10min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_10min_im4_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_15min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im1.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_15min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im1_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_15min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im1_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_15min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im2.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_15min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im2_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_15min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im2_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_15min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im3.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_15min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im3_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_15min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im3_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_15min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im4.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_15min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im4_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_15min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_15min_im4_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_1min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im1.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_1min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im1_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_1min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im1_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_1min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im2.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_1min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im2_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_1min_im2.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im2_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_1min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im3.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_1min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im3_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_1min_im3.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im3_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_1min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im4.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_1min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im4_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
Exp1_rep1_1min_im4.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_1min_im4_nuclei3D.tiff	Image stack of the 3D segmented nuclei
Exp1_rep1_20min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_20min_im1.mat	Matlab files containing all the M_nuclei data
Exp1_rep1_20min_im1.tif	Exp1_rep1/#2_Analyzed_images/M_nuclei_Exp1_rep1_20min_im1_nuclei.tif	Centroid image of the maximum intensity projection of the 3D segmented nuclei
